STCODE,STNAME,DIST,DISTNAME,YEAR,N_TC,P_TC,K_TC,NPK_TC
1,Andhra Pradesh,57,Medak,1975,5177,663,206,6046
1,Andhra Pradesh,57,Medak,1976,7354,1704,120,9178
1,Andhra Pradesh,57,Medak,1977,6850,1886,287,9023
1,Andhra Pradesh,57,Medak,1978,9328,2683,567,12578
1,Andhra Pradesh,57,Medak,1979,7366,2048,364,9778
1,Andhra Pradesh,57,Medak,1980,6658,1677,842,9177
1,Andhra Pradesh,57,Medak,1981,10598,2967,520,14085
1,Andhra Pradesh,57,Medak,1982,11509,4447,730,16686
1,Andhra Pradesh,57,Medak,1983,14950,4385,667,20002
1,Andhra Pradesh,57,Medak,1984,14906,7080,1306,23292
1,Andhra Pradesh,57,Medak,1985,13570,4939,741,19250
1,Andhra Pradesh,57,Medak,1986,12340,3868,470,16678
1,Andhra Pradesh,57,Medak,1987,15711,6399,519,22629
1,Andhra Pradesh,57,Medak,1988,21858,5694,831,28383
1,Andhra Pradesh,57,Medak,1989,15880,4676,706,21262
1,Andhra Pradesh,57,Medak,1990,20992,8160,1039,30191
1,Andhra Pradesh,57,Medak,1991,23131,10986,1836,35953
1,Andhra Pradesh,57,Medak,1992,26457,9753,1499,37709
1,Andhra Pradesh,57,Medak,1993,23837,7491,688,32016
1,Andhra Pradesh,57,Medak,1994,25884,8590,1507,35981
1,Andhra Pradesh,57,Medak,1995,25884,8590,1507,35981
1,Andhra Pradesh,57,Medak,1996,31618,10386,1599,43603
1,Andhra Pradesh,57,Medak,1997,32783,7627,1551,41961
1,Andhra Pradesh,57,Medak,1998,37354,13575,2647,53576
1,Andhra Pradesh,57,Medak,1999,37354,13575,2647,53576
1,Andhra Pradesh,57,Medak,2000,45637,14747,3336,63720
1,Andhra Pradesh,57,Medak,2001,34138,11842,2881,48861
1,Andhra Pradesh,57,Medak,2002,31307,9682,1054,42043
1,Andhra Pradesh,57,Medak,2003,29084,8091,2433,39608
1,Andhra Pradesh,57,Medak,2004,28388,9210,3650,41248
1,Andhra Pradesh,57,Medak,2005,39746,13575,4812,58133
1,Andhra Pradesh,57,Medak,2006,33949,14209,5981,54139
1,Andhra Pradesh,57,Medak,2007,37649,13382,6950,57981
1,Andhra Pradesh,57,Medak,2008,54259,23712,13150,91121
1,Andhra Pradesh,57,Medak,2009,45006,19008,13913,77927
1,Andhra Pradesh,57,Medak,2010,76128,42979,18798,137905
1,Andhra Pradesh,57,Medak,2011,56053,25019,7129,88201
1,Andhra Pradesh,58,Mahabubnagar,1966,2095,328,0,2423
1,Andhra Pradesh,58,Mahabubnagar,1967,5537,1063,33,6633
1,Andhra Pradesh,58,Mahabubnagar,1968,5130,825,2,5957
1,Andhra Pradesh,58,Mahabubnagar,1969,4843,916,3,5762
1,Andhra Pradesh,58,Mahabubnagar,1970,5967,1049,418,7434
1,Andhra Pradesh,58,Mahabubnagar,1971,4238,1756,320,6314
1,Andhra Pradesh,58,Mahabubnagar,1972,5730,2462,1112,9304
1,Andhra Pradesh,58,Mahabubnagar,1973,4287,2123,698,7108
1,Andhra Pradesh,58,Mahabubnagar,1974,6973,1970,806,9749
1,Andhra Pradesh,58,Mahabubnagar,1975,7601,2371,604,10576
1,Andhra Pradesh,58,Mahabubnagar,1976,10265,2222,669,13156
1,Andhra Pradesh,58,Mahabubnagar,1977,10824,4533,1344,16701
1,Andhra Pradesh,58,Mahabubnagar,1978,13996,6645,1928,22569
1,Andhra Pradesh,58,Mahabubnagar,1979,15954,8145,1909,26008
1,Andhra Pradesh,58,Mahabubnagar,1980,13529,4888,1345,19762
1,Andhra Pradesh,58,Mahabubnagar,1981,17273,5830,2128,25231
1,Andhra Pradesh,58,Mahabubnagar,1982,13652,5998,2334,21984
1,Andhra Pradesh,58,Mahabubnagar,1983,19478,8427,2083,29988
1,Andhra Pradesh,58,Mahabubnagar,1984,21369,10352,2712,34433
1,Andhra Pradesh,58,Mahabubnagar,1985,13234,8253,1948,23435
1,Andhra Pradesh,58,Mahabubnagar,1986,18465,18282,4841,41588
1,Andhra Pradesh,58,Mahabubnagar,1987,18157,12496,2688,33341
1,Andhra Pradesh,58,Mahabubnagar,1988,33355,18058,4585,55998
1,Andhra Pradesh,58,Mahabubnagar,1989,30457,19690,3331,53478
1,Andhra Pradesh,58,Mahabubnagar,1990,32255,20365,4988,57608
1,Andhra Pradesh,58,Mahabubnagar,1991,39954,26064,5677,71695
1,Andhra Pradesh,58,Mahabubnagar,1992,30434,18163,2794,51391
1,Andhra Pradesh,58,Mahabubnagar,1993,33237,17056,3607,53900
1,Andhra Pradesh,58,Mahabubnagar,1994,31062,14758,4424,50244
1,Andhra Pradesh,58,Mahabubnagar,1995,31062,14758,4424,50244
1,Andhra Pradesh,58,Mahabubnagar,1996,42211,22175,5528,69914
1,Andhra Pradesh,58,Mahabubnagar,1997,41174,21951,6366,69491
1,Andhra Pradesh,58,Mahabubnagar,1998,48076,28149,5850,82075
1,Andhra Pradesh,58,Mahabubnagar,1999,48076,28149,5850,82075
1,Andhra Pradesh,58,Mahabubnagar,2000,47532,26612,6289,80433
1,Andhra Pradesh,58,Mahabubnagar,2001,35082,19888,4479,59449
1,Andhra Pradesh,58,Mahabubnagar,2002,37045,18865,3930,59840
1,Andhra Pradesh,58,Mahabubnagar,2003,39537,21848,5054,66439
1,Andhra Pradesh,58,Mahabubnagar,2004,30668,21115,4714,56497
1,Andhra Pradesh,58,Mahabubnagar,2005,52838,32495,8609,93942
1,Andhra Pradesh,58,Mahabubnagar,2006,40678,28634,5782,75094
1,Andhra Pradesh,58,Mahabubnagar,2007,51049,27922,12701,91672
1,Andhra Pradesh,58,Mahabubnagar,2008,51253,35894,16247,103394
1,Andhra Pradesh,58,Mahaboobnagar,2009,64325,38889,14447,117662
1,Andhra Pradesh,58,Mahabubnagar,2010,77259,48593,17739,143591
1,Andhra Pradesh,58,Mahabubnagar,2011,75158,51401,10208,136767
1,Andhra Pradesh,59,Nalgonda,1966,2428,280,0,2708
1,Andhra Pradesh,59,Nalgonda,1967,3825,726,59,4610
1,Andhra Pradesh,59,Nalgonda,1968,3987,901,0,4888
1,Andhra Pradesh,59,Nalgonda,1969,5135,1835,223,7193
1,Andhra Pradesh,59,Nalgonda,1970,5295,2434,502,8231
1,Andhra Pradesh,59,Nalgonda,1971,3823,2099,347,6269
1,Andhra Pradesh,59,Nalgonda,1972,4792,2691,517,8000
1,Andhra Pradesh,59,Nalgonda,1973,7938,3046,848,11832
1,Andhra Pradesh,59,Nalgonda,1974,8235,2443,877,11555
1,Andhra Pradesh,59,Nalgonda,1975,12793,4370,951,18114
1,Andhra Pradesh,59,Nalgonda,1976,11008,4242,777,16027
1,Andhra Pradesh,59,Nalgonda,1977,10767,4592,1210,16569
1,Andhra Pradesh,59,Nalgonda,1978,18651,8524,1764,28939
1,Andhra Pradesh,59,Nalgonda,1979,13670,5477,1716,20863
1,Andhra Pradesh,59,Nalgonda,1980,13147,5393,1171,19711
1,Andhra Pradesh,59,Nalgonda,1981,15252,4609,919,20780
1,Andhra Pradesh,59,Nalgonda,1982,22185,9252,2219,33656
1,Andhra Pradesh,59,Nalgonda,1983,17550,7614,1450,26614
1,Andhra Pradesh,59,Nalgonda,1984,30716,15134,3389,49239
1,Andhra Pradesh,59,Nalgonda,1985,22481,12131,3015,37627
1,Andhra Pradesh,59,Nalgonda,1986,14074,7852,1785,23711
1,Andhra Pradesh,59,Nalgonda,1987,23130,12100,2954,38184
1,Andhra Pradesh,59,Nalgonda,1988,33312,13724,2895,49931
1,Andhra Pradesh,59,Nalgonda,1989,40352,17681,3779,61812
1,Andhra Pradesh,59,Nalgonda,1990,34661,18759,3584,57004
1,Andhra Pradesh,59,Nalgonda,1991,40432,22636,4314,67382
1,Andhra Pradesh,59,Nalgonda,1992,48247,23559,3368,75174
1,Andhra Pradesh,59,Nalgonda,1993,60571,24387,4796,89754
1,Andhra Pradesh,59,Nalgonda,1994,68505,27349,8552,104406
1,Andhra Pradesh,59,Nalgonda,1995,68505,27349,8552,104406
1,Andhra Pradesh,59,Nalgonda,1996,61892,25778,7167,94837
1,Andhra Pradesh,59,Nalgonda,1997,69538,33518,8506,111562
1,Andhra Pradesh,59,Nalgonda,1998,83225,44116,8543,135884
1,Andhra Pradesh,59,Nalgonda,1999,83225,44116,8543,135884
1,Andhra Pradesh,59,Nalgonda,2000,83173,37666,8636,129475
1,Andhra Pradesh,59,Nalgonda,2001,68216,29872,6504,104592
1,Andhra Pradesh,59,Nalgonda,2002,44451,18755,4427,67633
1,Andhra Pradesh,59,Nalgonda,2003,55694,24625,7477,87796
1,Andhra Pradesh,59,Nalgonda,2004,66366,35606,14380,116352
1,Andhra Pradesh,59,Nalgonda,2005,96348,51249,14927,162524
1,Andhra Pradesh,59,Nalgonda,2006,97018,47496,10220,154734
1,Andhra Pradesh,59,Nalgonda,2007,102133,50596,21068,173797
1,Andhra Pradesh,59,Nalgonda,2008,113748,59260,27707,200715
1,Andhra Pradesh,59,Nalgonda,2009,109632,64009,27524,201166
1,Andhra Pradesh,59,Nalgonda,2010,141668,74875,22918,239461
1,Andhra Pradesh,59,Nalgonda,2011,127932,69334,14240,211506
1,Andhra Pradesh,60,Warangal,1966,2781,328,0,3109
1,Andhra Pradesh,60,Warangal,1967,5223,1044,40,6307
1,Andhra Pradesh,60,Warangal,1968,6010,1361,0,7371
1,Andhra Pradesh,60,Warangal,1969,7852,2179,14,10045
1,Andhra Pradesh,60,Warangal,1970,8286,3031,311,11628
1,Andhra Pradesh,60,Warangal,1971,8692,2697,204,11593
1,Andhra Pradesh,60,Warangal,1972,4882,2636,292,7810
1,Andhra Pradesh,60,Warangal,1973,4852,2158,708,7718
1,Andhra Pradesh,60,Warangal,1974,6376,696,628,7700
1,Andhra Pradesh,60,Warangal,1975,9744,1463,594,11801
1,Andhra Pradesh,60,Warangal,1976,16349,5043,2086,23478
1,Andhra Pradesh,60,Warangal,1977,15325,6283,1322,22930
1,Andhra Pradesh,60,Warangal,1978,22479,7452,1694,31625
1,Andhra Pradesh,60,Warangal,1979,19596,5494,1889,26979
1,Andhra Pradesh,60,Warangal,1980,21934,5934,1434,29302
1,Andhra Pradesh,60,Warangal,1981,24951,7810,1770,34531
1,Andhra Pradesh,60,Warangal,1982,30438,9751,2895,43084
1,Andhra Pradesh,60,Warangal,1983,36356,13878,2074,52308
1,Andhra Pradesh,60,Warangal,1984,22410,9892,1724,34026
1,Andhra Pradesh,60,Warangal,1985,15732,7458,1468,24658
1,Andhra Pradesh,60,Warangal,1986,13598,5319,1433,20350
1,Andhra Pradesh,60,Warangal,1987,30564,12512,2318,45394
1,Andhra Pradesh,60,Warangal,1988,72050,31855,5760,109665
1,Andhra Pradesh,60,Warangal,1989,65485,25460,3472,94417
1,Andhra Pradesh,60,Warangal,1990,66283,27297,3501,97081
1,Andhra Pradesh,60,Warangal,1991,59444,25217,4161,88822
1,Andhra Pradesh,60,Warangal,1992,52722,23528,2977,79227
1,Andhra Pradesh,60,Warangal,1993,60237,19834,2830,82901
1,Andhra Pradesh,60,Warangal,1994,69488,21996,3899,95383
1,Andhra Pradesh,60,Warangal,1995,69488,21996,3899,95383
1,Andhra Pradesh,60,Warangal,1996,73346,23701,4655,101702
1,Andhra Pradesh,60,Warangal,1997,82424,22635,4791,109850
1,Andhra Pradesh,60,Warangal,1998,87436,27548,4927,119911
1,Andhra Pradesh,60,Warangal,1999,87436,27548,4927,119911
1,Andhra Pradesh,60,Warangal,2000,87128,26604,7048,120780
1,Andhra Pradesh,60,Warangal,2001,74027,23742,8086,105855
1,Andhra Pradesh,60,Warangal,2002,61598,20267,7103,88968
1,Andhra Pradesh,60,Warangal,2003,79190,22021,9457,110668
1,Andhra Pradesh,60,Warangal,2004,60281,18136,9077,87494
1,Andhra Pradesh,60,Warangal,2005,89905,28205,15265,133375
1,Andhra Pradesh,60,Warangal,2006,90725,29609,11652,131986
1,Andhra Pradesh,60,Warangal,2007,94531,25970,19400,139901
1,Andhra Pradesh,60,Warangal,2008,99112,37543,29103,165758
1,Andhra Pradesh,60,Warangal,2009,75777,26936,21870,124583
1,Andhra Pradesh,60,Warangal,2010,126371,42748,25698,194817
1,Andhra Pradesh,60,Warangal,2011,113498,48686,14489,176673
1,Andhra Pradesh,61,Khammam,1966,995,506,0,1501
1,Andhra Pradesh,61,Khammam,1967,2086,459,27,2572
1,Andhra Pradesh,61,Khammam,1968,2656,773,0,3429
1,Andhra Pradesh,61,Khammam,1969,3629,905,57,4591
1,Andhra Pradesh,61,Khammam,1970,4727,2072,546,7345
1,Andhra Pradesh,61,Khammam,1971,5550,2176,295,8021
1,Andhra Pradesh,61,Khammam,1972,3963,2287,359,6609
1,Andhra Pradesh,61,Khammam,1973,4464,2294,703,7461
1,Andhra Pradesh,61,Khammam,1974,5241,1841,730,7812
1,Andhra Pradesh,61,Khammam,1975,6526,1245,208,7979
1,Andhra Pradesh,61,Khammam,1976,6926,3067,585,10578
1,Andhra Pradesh,61,Khammam,1977,14341,7735,1270,23346
1,Andhra Pradesh,61,Khammam,1978,13294,7682,981,21957
1,Andhra Pradesh,61,Khammam,1979,6730,2695,408,9833
1,Andhra Pradesh,61,Khammam,1980,5181,1585,415,7181
1,Andhra Pradesh,61,Khammam,1981,13847,2987,739,17573
1,Andhra Pradesh,61,Khammam,1982,14176,5340,1955,21471
1,Andhra Pradesh,61,Khammam,1983,22388,9094,3635,35117
1,Andhra Pradesh,61,Khammam,1984,21326,8462,1179,30967
1,Andhra Pradesh,61,Khammam,1985,17725,10092,1882,29699
1,Andhra Pradesh,61,Khammam,1986,25233,6866,1350,33449
1,Andhra Pradesh,61,Khammam,1987,22661,18601,2955,44217
1,Andhra Pradesh,61,Khammam,1988,24872,15069,2532,42473
1,Andhra Pradesh,61,Khammam,1989,33551,14262,2375,50188
1,Andhra Pradesh,61,Khammam,1990,39093,15969,3338,58400
1,Andhra Pradesh,61,Khammam,1991,39404,14554,3195,57153
1,Andhra Pradesh,61,Khammam,1992,43092,15894,2651,61637
1,Andhra Pradesh,61,Khammam,1993,41081,11817,2296,55194
1,Andhra Pradesh,61,Khammam,1994,47611,13969,3112,64692
1,Andhra Pradesh,61,Khammam,1995,47611,13969,3112,64692
1,Andhra Pradesh,61,Khammam,1996,42579,17296,3444,63319
1,Andhra Pradesh,61,Khammam,1997,50765,17473,4314,72552
1,Andhra Pradesh,61,Khammam,1998,52664,22445,4441,79550
1,Andhra Pradesh,61,Khammam,1999,52664,22445,4441,79550
1,Andhra Pradesh,61,Khammam,2000,53544,22114,6885,82543
1,Andhra Pradesh,61,Khammam,2001,44160,22082,5524,71766
1,Andhra Pradesh,61,Khammam,2002,38495,15132,4385,58012
1,Andhra Pradesh,61,Khammam,2003,46894,18061,6915,71870
1,Andhra Pradesh,61,Khammam,2004,47919,20027,8170,76116
1,Andhra Pradesh,61,Khammam,2005,66445,25659,7872,99976
1,Andhra Pradesh,61,Khammam,2006,62173,29018,9124,100315
1,Andhra Pradesh,61,Khammam,2007,70236,30369,15981,116586
1,Andhra Pradesh,61,Khammam,2008,69754,35600,22903,128257
1,Andhra Pradesh,61,Khammam,2009,64941,29200,17728,111869
1,Andhra Pradesh,61,Khammam,2010,90586,38922,21131,150639
1,Andhra Pradesh,61,Khammam,2011,75560,37116,9607,122283
1,Andhra Pradesh,62,Karimnagar,1966,4123,426,0,4549
1,Andhra Pradesh,62,Karimnagar,1967,6165,782,109,7056
1,Andhra Pradesh,62,Karimnagar,1968,6297,917,0,7214
1,Andhra Pradesh,62,Karimnagar,1969,5128,920,6,6054
1,Andhra Pradesh,62,Karimnagar,1970,9602,1345,206,11153
1,Andhra Pradesh,62,Karimnagar,1971,7207,1350,124,8681
1,Andhra Pradesh,62,Karimnagar,1972,3728,1809,576,6113
1,Andhra Pradesh,62,Karimnagar,1973,5794,2503,694,8991
1,Andhra Pradesh,62,Karimnagar,1974,9676,4241,2502,16419
1,Andhra Pradesh,62,Karimnagar,1975,12355,1871,769,14995
1,Andhra Pradesh,62,Karimnagar,1976,13841,4532,1021,19394
1,Andhra Pradesh,62,Karimnagar,1977,19671,6428,1501,27600
1,Andhra Pradesh,62,Karimnagar,1978,24797,7078,1875,33750
1,Andhra Pradesh,62,Karimnagar,1979,18068,5639,1810,25517
1,Andhra Pradesh,62,Karimnagar,1980,14138,3732,942,18812
1,Andhra Pradesh,62,Karimnagar,1981,19850,5687,1573,27110
1,Andhra Pradesh,62,Karimnagar,1982,26014,6633,3223,35870
1,Andhra Pradesh,62,Karimnagar,1983,30760,13679,4718,49157
1,Andhra Pradesh,62,Karimnagar,1984,25556,9514,2780,37850
1,Andhra Pradesh,62,Karimnagar,1985,16548,5111,1648,23307
1,Andhra Pradesh,62,Karimnagar,1986,32251,10693,3212,46156
1,Andhra Pradesh,62,Karimnagar,1987,17494,8528,1954,27976
1,Andhra Pradesh,62,Karimnagar,1988,40566,19585,5196,65347
1,Andhra Pradesh,62,Karimnagar,1989,58120,27684,4539,90343
1,Andhra Pradesh,62,Karimnagar,1990,62963,24493,4868,92324
1,Andhra Pradesh,62,Karimnagar,1991,54049,22472,4317,80838
1,Andhra Pradesh,62,Karimnagar,1992,55714,20022,2552,78288
1,Andhra Pradesh,62,Karimnagar,1993,55282,16559,3038,74879
1,Andhra Pradesh,62,Karimnagar,1994,60594,18042,5379,84015
1,Andhra Pradesh,62,Karimnagar,1995,60594,18042,5379,84015
1,Andhra Pradesh,62,Karimnagar,1996,75324,23543,7890,106757
1,Andhra Pradesh,62,Karimnagar,1997,69469,21530,5447,96446
1,Andhra Pradesh,62,Karimnagar,1998,82198,28604,5840,116642
1,Andhra Pradesh,62,Karimnagar,1999,82198,28604,5840,116642
1,Andhra Pradesh,62,Karimnagar,2000,103776,35230,7245,146251
1,Andhra Pradesh,62,Karimnagar,2001,89798,32094,7695,129587
1,Andhra Pradesh,62,Karimnagar,2002,86225,24622,9092,119939
1,Andhra Pradesh,62,Karimnagar,2003,95575,27018,10769,133362
1,Andhra Pradesh,62,Karimnagar,2004,54237,17121,7025,78383
1,Andhra Pradesh,62,Karimnagar,2005,112368,35366,14330,162064
1,Andhra Pradesh,62,Karimnagar,2006,114196,37611,15452,167259
1,Andhra Pradesh,62,Karimnagar,2007,113562,33786,18325,165673
1,Andhra Pradesh,62,Karimnagar,2008,139809,48262,32108,220179
1,Andhra Pradesh,62,Karimnagar,2009,106269,31887,20575,158731
1,Andhra Pradesh,62,Karimnagar,2010,146930,50070,29102,226102
1,Andhra Pradesh,62,Karimnagar,2011,151609,57493,15018,224120
1,Andhra Pradesh,63,Adilabad,1966,742,82,0,824
1,Andhra Pradesh,63,Adilabad,1967,1670,469,5,2144
1,Andhra Pradesh,63,Adilabad,1968,2205,515,0,2720
1,Andhra Pradesh,63,Adilabad,1969,1953,307,64,2324
1,Andhra Pradesh,63,Adilabad,1970,1896,320,66,2282
1,Andhra Pradesh,63,Adilabad,1971,407,249,124,780
1,Andhra Pradesh,63,Adilabad,1972,1127,470,70,1667
1,Andhra Pradesh,63,Adilabad,1973,1753,644,141,2538
1,Andhra Pradesh,63,Adilabad,1974,2901,893,258,4052
1,Andhra Pradesh,63,Adilabad,1975,2723,467,92,3282
1,Andhra Pradesh,63,Adilabad,1976,3008,566,81,3655
1,Andhra Pradesh,63,Adilabad,1977,3616,343,11,3970
1,Andhra Pradesh,63,Adilabad,1978,1777,375,70,2222
1,Andhra Pradesh,63,Adilabad,1979,3503,440,16,3959
1,Andhra Pradesh,63,Adilabad,1980,1885,581,130,2596
1,Andhra Pradesh,63,Adilabad,1981,11778,1562,198,13538
1,Andhra Pradesh,63,Adilabad,1982,5585,1304,176,7065
1,Andhra Pradesh,63,Adilabad,1983,5638,1933,152,7723
1,Andhra Pradesh,63,Adilabad,1984,6582,3176,273,10031
1,Andhra Pradesh,63,Adilabad,1985,7011,3380,505,10896
1,Andhra Pradesh,63,Adilabad,1986,7784,3935,316,12035
1,Andhra Pradesh,63,Adilabad,1987,5705,2558,283,8546
1,Andhra Pradesh,63,Adilabad,1988,11051,4741,258,16050
1,Andhra Pradesh,63,Adilabad,1989,14120,5439,414,19973
1,Andhra Pradesh,63,Adilabad,1990,17196,6353,296,23845
1,Andhra Pradesh,63,Adilabad,1991,11282,5591,763,17636
1,Andhra Pradesh,63,Adilabad,1992,10831,7310,500,18641
1,Andhra Pradesh,63,Adilabad,1993,15530,3839,278,19647
1,Andhra Pradesh,63,Adilabad,1994,15351,3253,675,19279
1,Andhra Pradesh,63,Adilabad,1995,15351,3253,675,19279
1,Andhra Pradesh,63,Adilabad,1996,15529,4981,924,21434
1,Andhra Pradesh,63,Adilabad,1997,15864,5126,1079,22069
1,Andhra Pradesh,63,Adilabad,1998,19625,7505,816,27946
1,Andhra Pradesh,63,Adilabad,1999,19625,7505,816,27946
1,Andhra Pradesh,63,Adilabad,2000,26226,8799,1985,37010
1,Andhra Pradesh,63,Adilabad,2001,22734,7331,2245,32310
1,Andhra Pradesh,63,Adilabad,2002,21397,6800,1808,30005
1,Andhra Pradesh,63,Adilabad,2003,26451,10046,3046,39543
1,Andhra Pradesh,63,Adilabad,2004,24734,13002,3083,40819
1,Andhra Pradesh,63,Adilabad,2005,30432,12909,3883,47224
1,Andhra Pradesh,63,Adilabad,2006,34755,16658,5180,56593
1,Andhra Pradesh,63,Adilabad,2007,42482,14591,8271,65344
1,Andhra Pradesh,63,Adilabad,2008,56934,23168,19231,99333
1,Andhra Pradesh,63,Adilabad,2009,58762,26104,11617,96483
1,Andhra Pradesh,63,Adilabad,2010,69297,31716,15283,116296
1,Andhra Pradesh,63,Adilabad,2011,79472,46963,9020,135455
