STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TAI,WHT_TAI,SORG_KAI,SORG_RAI,SORG_TAI,PMLT_TAI,MAIZ_TAI,FMLT_TAI,BRLY_TAI,CPEA_TAI,PPEA_TAI,MPUL_TAI,GNUT_TAI,SESA_TAI,RM_TAI,LINS_TAI,SCAN_TAI,COTN_TAI,TFV_TAI
2,Bihar,909,Bhagalpur,2011,80.76,48.74,0.00,0.00,0.00,0.00,25.72,0.00,-1.00,0.10,0.00,-1.00,0.00,0.00,1.07,0.00,1.27,-1.00,-1.00
2,Bihar,910,Santhal Paragana,1966,63.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.51,1.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,5.49
2,Bihar,910,Santhal Paragana,1967,60.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.28,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,4.08
2,Bihar,910,Santhal Paragana,1968,65.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,4.01
2,Bihar,910,Santhal Paragana,1969,48.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.02,0.00,0.00,0.00,0.00,1.00,0.00,2.84
2,Bihar,910,Santhal Paragana,1970,49.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,3.00
2,Bihar,910,Santhal Paragana,1971,53.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,4.27
2,Bihar,910,Santhal Paragana,1972,35.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,3.92
2,Bihar,910,Santhal Paragana,1973,27.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,6.99
2,Bihar,910,Santhal Paragana,1974,34.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,8.39
2,Bihar,910,Santhal Paragana,1975,21.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,10.82
2,Bihar,910,Santhal Paragana,1976,22.00,24.00,0.00,0.00,0.00,0.00,1.00,0.00,0.46,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,8.44
2,Bihar,910,Santhal Paragana,1977,24.00,23.00,0.00,0.00,0.00,0.00,1.00,0.00,0.41,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,8.54
2,Bihar,910,Santhal Paragana,1978,19.00,22.00,0.00,0.00,0.00,0.00,1.00,0.00,0.29,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,7.89
2,Bihar,910,Santhal Paragana,1979,24.00,23.00,0.00,0.00,0.00,0.00,1.00,0.00,0.47,1.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,8.61
2,Bihar,910,Santhal Paragana,1980,35.00,23.00,0.00,0.00,0.00,0.00,2.00,0.00,0.53,1.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,8.88
2,Bihar,910,Santhal Paragana,1981,25.00,17.00,0.00,0.00,0.00,0.00,1.00,0.00,0.15,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,7.70
2,Bihar,910,Santhal Paragana,1982,20.00,20.00,0.00,0.00,0.00,0.00,2.00,0.00,0.22,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,8.30
2,Bihar,910,Santhal Paragana,1983,18.00,20.00,0.00,0.00,0.00,0.00,1.00,0.00,0.38,1.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,7.89
2,Bihar,910,Santhal Paragana,1984,21.00,19.00,0.00,0.00,0.00,0.00,1.00,0.00,0.13,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,8.24
2,Bihar,910,Santhal Paragana,1985,22.00,19.00,0.00,0.00,0.00,0.00,1.00,0.00,0.26,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,8.37
2,Bihar,910,Santhal Paragana,1986,22.00,17.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.00,0.00,0.50,0.00,0.00,1.00,0.00,0.00,0.00,7.55
2,Bihar,910,Santhal Paragana,1987,15.00,18.00,0.00,0.00,0.00,0.00,1.00,0.00,0.12,0.00,0.00,0.39,0.00,0.00,1.00,0.00,0.00,0.00,7.32
2,Bihar,910,Santhal Paragana,1988,17.00,15.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.12,0.00,0.18,0.00,0.00,1.00,0.00,0.00,0.00,7.12
2,Bihar,910,Santhal Paragana,1989,16.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.12,0.00,0.30,0.00,0.00,1.00,0.00,0.00,0.00,8.64
2,Bihar,910,Santhal Paragana,1990,9.96,16.27,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.09,0.00,0.03,0.00,0.00,0.00,0.00,0.07,0.00,3.14
2,Bihar,910,Santhal Paragana,1991,7.80,18.34,0.00,0.00,0.00,0.00,1.31,0.00,0.00,0.20,0.00,0.13,0.00,0.00,0.00,0.00,0.07,0.00,3.46
2,Bihar,910,Santhal Paragana,1992,10.25,18.77,0.00,0.00,0.00,0.00,1.35,0.00,0.00,0.11,0.00,0.11,0.00,0.00,0.00,0.00,0.05,0.00,3.59
2,Bihar,910,Santhal Paragana,1993,9.68,18.06,0.00,0.00,0.00,0.00,1.27,0.00,0.00,0.14,0.00,-1.00,0.00,0.00,0.00,0.00,0.06,0.00,3.69
2,Bihar,910,Santhal Paragana,1994,5.33,19.31,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.51,0.00,-1.00,0.00,0.00,0.00,0.00,0.02,0.00,3.54
2,Bihar,910,Santhal Paragana,1998,4.85,17.99,0.00,0.00,0.00,0.00,0.72,0.00,0.03,0.23,0.00,0.05,0.00,0.00,0.84,0.00,0.00,0.00,9.81
2,Bihar,910,Santhal Paragana,1999,19.55,17.22,0.00,0.00,0.00,0.00,1.24,0.00,0.06,0.12,0.00,0.03,0.00,0.01,0.92,0.00,0.02,0.00,9.55
2,Bihar,911,Shahabad,1966,345.00,174.00,0.00,0.00,0.00,0.00,0.00,0.00,7.52,13.00,0.00,2.76,0.00,0.00,1.00,0.00,11.00,0.00,11.03
2,Bihar,911,Shahabad,1967,415.00,183.00,0.00,0.00,0.00,0.00,0.00,0.00,6.86,9.00,0.00,1.60,0.00,0.00,1.00,0.00,9.00,0.00,11.58
2,Bihar,911,Shahabad,1968,432.00,205.00,0.00,0.00,0.00,0.00,1.00,0.00,6.25,3.00,0.00,1.91,0.00,0.00,1.00,0.00,13.00,0.00,12.81
2,Bihar,911,Shahabad,1969,437.00,210.00,0.00,0.00,0.00,0.00,0.00,0.00,5.99,3.00,0.00,1.32,0.00,0.00,1.00,0.00,13.00,0.00,12.73
2,Bihar,911,Shahabad,1970,442.00,221.00,0.00,0.00,0.00,0.00,0.00,0.00,5.37,2.00,0.00,1.16,0.00,0.00,1.00,0.00,11.00,0.00,12.53
2,Bihar,911,Shahabad,1971,439.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,5.25,2.00,0.00,0.91,0.00,0.00,1.00,0.00,8.00,0.00,11.52
2,Bihar,911,Shahabad,1972,443.00,221.00,0.00,0.00,0.00,0.00,0.00,0.00,5.06,2.00,0.00,0.41,0.00,0.00,1.00,0.00,8.00,0.00,12.77
2,Bihar,911,Shahabad,1973,404.00,220.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,2.00,0.00,0.10,0.00,0.00,1.00,0.00,9.00,0.00,13.46
2,Bihar,911,Shahabad,1974,419.00,228.00,0.00,0.00,0.00,0.00,0.00,0.00,4.67,1.00,0.00,1.43,0.00,0.00,1.00,0.00,9.00,0.00,14.26
2,Bihar,911,Shahabad,1975,434.00,247.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,1.00,0.00,1.28,0.00,0.00,1.00,0.00,7.00,0.00,14.89
2,Bihar,911,Shahabad,1976,436.00,264.00,0.00,0.00,0.00,0.00,0.00,0.00,3.98,1.00,0.00,0.82,0.00,0.00,2.00,0.00,6.00,0.00,13.83
2,Bihar,911,Shahabad,1977,454.00,268.00,0.00,0.00,0.00,0.00,0.00,0.00,4.20,1.00,0.00,0.12,0.00,0.00,2.00,0.00,6.00,0.00,14.93
2,Bihar,911,Shahabad,1978,486.00,267.00,10.00,0.00,10.00,0.00,0.00,0.00,4.08,1.00,0.00,2.56,0.00,0.00,2.00,0.00,5.00,0.00,14.33
2,Bihar,911,Shahabad,1979,407.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,3.80,1.00,0.00,0.45,0.00,0.00,2.00,0.00,4.00,0.00,13.13
2,Bihar,911,Shahabad,1980,462.00,266.00,0.00,0.00,0.00,0.00,0.00,0.00,4.11,1.00,0.00,0.19,0.00,0.00,2.00,0.00,4.00,0.00,13.46
2,Bihar,911,Shahabad,1981,473.00,257.00,0.00,0.00,0.00,0.00,0.00,0.00,3.16,1.00,0.00,0.77,0.00,0.00,2.00,0.00,4.00,0.00,13.02
2,Bihar,911,Shahabad,1982,419.00,266.00,1.00,0.00,1.00,0.00,1.00,0.00,3.17,2.00,0.00,1.25,0.00,0.00,2.00,0.00,4.00,0.00,13.43
2,Bihar,911,Shahabad,1983,368.00,301.00,0.00,0.00,0.00,0.00,1.00,0.00,3.52,0.00,0.00,1.18,0.00,0.00,3.00,0.00,4.00,0.00,13.37
2,Bihar,911,Shahabad,1984,448.00,291.00,0.00,0.00,0.00,0.00,1.00,0.00,2.99,0.00,0.00,0.89,0.00,0.00,3.00,0.00,3.00,0.00,13.48
2,Bihar,911,Shahabad,1985,470.00,274.00,0.00,0.00,0.00,0.00,0.00,0.00,2.85,0.00,0.00,0.93,0.00,0.00,3.00,0.00,3.00,0.00,13.18
2,Bihar,911,Shahabad,1986,482.00,293.00,0.00,0.00,0.00,0.00,0.00,0.00,2.92,0.00,0.00,0.86,0.00,0.00,4.00,0.00,4.00,0.00,13.53
2,Bihar,911,Shahabad,1987,472.00,345.00,1.00,0.00,1.00,1.00,0.00,0.00,3.17,0.00,0.00,4.75,0.00,0.00,3.00,0.00,4.00,0.00,13.28
2,Bihar,911,Shahabad,1988,482.00,341.00,0.00,0.00,0.00,0.00,0.00,0.00,2.45,0.35,0.00,1.04,0.00,0.00,4.00,0.00,4.00,0.00,12.94
2,Bihar,911,Shahabad,1989,496.00,322.00,0.00,0.00,0.00,0.00,1.00,0.00,2.63,0.17,0.00,0.89,0.00,0.00,4.00,0.00,4.00,0.00,12.82
2,Bihar,911,Shahabad,1990,501.99,318.71,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.25,0.00,0.69,0.00,0.00,0.00,0.00,4.06,0.00,3.93
2,Bihar,911,Shahabad,1991,480.85,309.46,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.35,0.00,1.10,0.00,0.00,0.00,0.00,3.86,0.00,4.61
2,Bihar,911,Shahabad,1992,300.69,190.48,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.08,0.00,0.45,0.00,0.00,0.00,0.00,1.83,0.00,2.85
2,Bihar,911,Shahabad,1993,298.58,189.94,0.00,0.00,0.00,0.00,0.19,0.00,0.00,0.05,0.00,-1.00,0.00,0.00,0.00,0.00,1.26,0.00,2.81
2,Bihar,911,Shahabad,1994,274.91,74.37,0.00,0.00,0.00,0.00,0.14,0.00,0.00,1.56,0.00,-1.00,0.00,0.00,0.00,0.00,1.58,0.00,2.77
2,Bihar,911,Shahabad,1995,482.38,310.20,-1.00,-1.00,-1.00,-1.00,0.63,-1.00,-1.00,1.02,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,3.43,-1.00,13.64
2,Bihar,911,Shahabad,1996,509.87,327.67,-1.00,-1.00,-1.00,-1.00,0.19,-1.00,-1.00,1.74,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,3.00,-1.00,13.41
2,Bihar,911,Shahabad,1998,311.43,186.72,0.00,0.00,0.00,0.00,0.30,0.00,1.89,1.03,0.00,0.15,0.00,0.11,3.49,0.58,0.90,0.00,8.00
2,Bihar,911,Shahabad,1999,313.49,184.85,0.00,0.00,0.00,0.00,0.18,0.00,1.76,0.98,0.03,0.26,0.00,0.09,2.81,0.62,0.79,0.00,9.53
2,Bihar,911,Shahabad,2000,319.91,182.16,0.00,0.00,0.00,0.00,0.26,0.00,1.64,0.02,0.01,0.31,0.00,0.00,1.08,0.64,0.74,0.00,9.36
2,Bihar,911,Shahabad,2001,305.93,205.92,0.00,0.00,0.00,0.01,0.28,0.00,1.26,0.07,0.00,0.21,0.00,0.00,3.41,0.18,0.37,0.00,12.73
2,Bihar,911,Shahabad,2002,301.36,208.08,0.00,0.00,0.00,0.00,0.31,0.00,0.89,0.05,0.00,0.12,0.00,0.00,1.14,0.18,0.39,0.00,10.24
2,Bihar,911,Shahabad,2003,298.23,201.38,0.15,0.00,0.15,0.01,0.69,0.00,1.17,0.08,0.00,0.00,0.00,0.00,3.57,0.03,0.37,0.00,11.82
2,Bihar,911,Shahabad,2004,422.19,282.31,0.01,0.00,0.01,0.00,0.99,0.00,2.65,3.37,0.00,1.40,0.02,0.00,3.49,0.09,1.06,0.00,18.25
2,Bihar,911,Shahabad,2005,278.71,182.68,0.00,0.00,0.00,0.00,1.14,0.00,1.39,0.28,0.13,0.41,0.02,0.01,3.47,0.01,0.27,0.00,11.10
2,Bihar,911,Shahabad,2006,270.33,207.36,0.00,0.00,0.00,0.00,1.08,0.00,0.21,0.14,0.00,0.09,0.02,0.00,1.82,0.08,0.18,0.00,11.37
2,Bihar,911,Shahabad,2007,489.19,343.86,0.00,0.00,0.00,0.00,1.32,0.00,0.64,0.04,0.00,0.11,0.02,0.00,2.90,0.00,-1.00,0.00,21.55
2,Bihar,911,Shahabad,2008,482.49,340.86,0.01,0.00,0.01,0.00,1.20,0.00,0.59,1.04,0.42,0.54,0.02,0.00,2.98,0.36,-1.00,0.00,21.66
2,Bihar,911,Shahabad,2009,399.30,325.24,0.00,0.00,0.00,0.00,1.09,0.00,0.89,0.11,0.00,0.01,0.00,0.00,3.15,0.00,-1.00,0.00,20.47
2,Bihar,911,Shahabad,2010,426.59,358.30,0.00,0.00,0.00,-1.00,1.07,0.00,-1.00,0.14,0.00,0.11,0.00,0.00,3.93,0.01,1.77,-1.00,22.68
2,Bihar,911,Shahabad,2011,426.59,358.30,0.00,0.00,0.00,0.01,1.07,0.00,-1.00,0.14,0.00,-1.00,0.00,0.00,3.93,0.01,1.77,-1.00,-1.00
2,Bihar,912,Gaya,1966,332.00,55.00,0.00,0.00,0.00,0.00,1.00,1.00,7.37,11.00,0.00,3.24,0.00,0.00,2.00,0.00,10.00,0.00,15.59
2,Bihar,912,Gaya,1967,497.00,59.00,0.00,0.00,0.00,0.00,2.00,2.00,4.31,5.00,0.00,2.48,0.00,0.00,2.00,0.00,9.00,0.00,15.87
2,Bihar,912,Gaya,1968,518.00,56.00,0.00,0.00,0.00,0.00,1.00,1.00,3.80,2.00,0.00,2.59,0.00,0.00,2.00,0.00,13.00,0.00,18.33
2,Bihar,912,Gaya,1969,526.00,54.00,0.00,0.00,0.00,0.00,1.00,1.00,2.67,1.00,0.00,3.71,0.00,0.00,2.00,0.00,14.00,0.00,17.51
2,Bihar,912,Gaya,1970,489.00,59.00,0.00,0.00,0.00,0.00,1.00,1.00,2.69,2.00,0.00,1.99,0.00,0.00,2.00,0.00,13.00,0.00,16.79
2,Bihar,912,Gaya,1971,518.00,58.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,2.00,0.00,2.86,0.00,0.00,2.00,0.00,11.00,0.00,15.31
2,Bihar,912,Gaya,1972,353.00,63.00,0.00,0.00,0.00,0.00,1.00,0.00,2.11,1.00,0.00,0.73,0.00,0.00,2.00,0.00,10.00,0.00,14.73
2,Bihar,912,Gaya,1973,429.00,63.00,0.00,0.00,0.00,0.00,13.00,1.00,2.08,1.00,0.00,0.09,0.00,0.00,2.00,0.00,9.00,0.00,12.96
2,Bihar,912,Gaya,1974,493.00,67.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00,0.00,0.40,0.00,0.00,2.00,0.00,10.00,0.00,14.33
2,Bihar,912,Gaya,1975,388.00,121.00,0.00,0.00,0.00,0.00,3.00,0.00,2.53,1.00,0.00,0.39,0.00,0.00,3.00,0.00,8.00,0.00,16.20
2,Bihar,912,Gaya,1976,430.00,137.00,0.00,0.00,0.00,0.00,4.00,0.00,2.27,1.00,0.00,1.07,0.00,0.00,3.00,0.00,9.00,0.00,16.92
2,Bihar,912,Gaya,1977,519.00,127.00,0.00,0.00,0.00,0.00,3.00,0.00,2.02,1.00,0.00,0.28,0.00,0.00,3.00,0.00,9.00,0.00,16.54
2,Bihar,912,Gaya,1978,539.00,125.00,0.00,0.00,0.00,0.00,2.00,0.00,1.69,1.00,0.00,0.11,0.00,0.00,2.00,0.00,8.00,0.00,15.63
2,Bihar,912,Gaya,1979,420.00,122.00,0.00,0.00,0.00,0.00,2.00,0.00,1.95,1.00,0.00,1.19,0.00,0.00,2.00,0.00,7.00,0.00,15.99
2,Bihar,912,Gaya,1980,515.00,126.00,0.00,0.00,0.00,0.00,4.00,0.00,1.83,0.00,0.00,2.54,0.00,0.00,2.00,0.00,7.00,0.00,15.44
2,Bihar,912,Gaya,1981,493.00,123.00,0.00,0.00,0.00,0.00,4.00,0.00,1.51,1.00,0.00,0.52,0.00,0.00,2.00,0.00,9.00,0.00,15.51
2,Bihar,912,Gaya,1982,349.00,135.00,0.00,0.00,0.00,0.00,4.00,0.00,1.22,0.00,0.00,1.13,0.00,0.00,3.00,0.00,8.00,0.00,12.67
2,Bihar,912,Gaya,1983,371.00,130.00,0.00,0.00,0.00,0.00,4.00,0.00,1.01,1.00,0.00,0.97,0.00,0.00,2.00,0.00,8.00,0.00,15.34
2,Bihar,912,Gaya,1984,482.00,141.00,0.00,0.00,0.00,0.00,2.00,0.00,1.04,1.00,0.00,0.59,0.00,0.00,2.00,0.00,7.00,0.00,16.93
2,Bihar,912,Gaya,1985,495.00,137.00,0.00,0.00,0.00,0.00,2.00,0.00,0.91,1.00,0.00,0.89,0.00,0.00,2.00,0.00,6.00,0.00,15.64
2,Bihar,912,Gaya,1986,516.00,131.00,0.00,0.00,0.00,0.00,2.00,0.00,0.98,0.00,0.00,0.85,0.00,0.00,2.00,0.00,5.00,0.00,15.98
2,Bihar,912,Gaya,1987,521.00,148.00,0.00,0.00,0.00,0.00,2.00,0.00,0.85,0.00,0.00,1.21,0.00,0.00,2.00,0.00,6.00,0.00,16.74
2,Bihar,912,Gaya,1988,499.00,167.00,0.00,0.00,0.00,0.00,2.00,0.00,0.79,0.23,0.00,1.71,0.00,0.00,3.00,0.00,6.00,0.00,17.10
2,Bihar,912,Gaya,1989,438.00,152.00,0.00,0.00,0.00,0.00,2.00,0.00,0.65,0.34,0.00,2.13,0.00,0.00,2.00,0.00,6.00,0.00,16.57
2,Bihar,912,Gaya,1990,506.44,150.70,0.00,0.00,0.00,0.00,2.38,0.00,0.00,0.25,0.00,1.92,0.00,0.00,0.00,0.00,5.34,0.00,5.29
2,Bihar,912,Gaya,1991,397.19,143.42,0.00,0.00,0.00,0.00,1.90,0.00,0.00,0.59,0.00,2.16,0.00,0.00,0.00,0.00,5.08,0.00,6.05
2,Bihar,912,Gaya,1992,383.52,148.82,0.00,0.00,0.00,0.00,1.86,0.00,0.00,0.28,0.00,2.93,0.00,0.00,0.00,0.00,4.14,0.00,6.71
2,Bihar,912,Gaya,1993,357.44,173.66,0.00,0.00,0.00,0.00,3.21,0.00,0.00,0.23,0.00,-1.00,0.00,0.00,0.00,0.00,3.62,0.00,7.20
2,Bihar,912,Gaya,1994,467.78,187.58,0.00,0.00,0.00,0.00,3.18,0.00,0.00,0.25,0.00,-1.00,0.00,0.00,0.00,0.00,3.65,0.00,5.96
2,Bihar,912,Gaya,1995,470.98,182.16,-1.00,-1.00,-1.00,-1.00,3.74,-1.00,-1.00,0.47,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,3.15,-1.00,17.61
2,Bihar,912,Gaya,1996,453.41,158.38,-1.00,-1.00,-1.00,-1.00,2.19,-1.00,-1.00,0.24,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,3.45,-1.00,19.44
2,Bihar,912,Gaya,1998,452.37,169.75,0.00,0.00,0.00,0.00,2.29,0.05,0.19,0.29,0.01,2.31,0.00,0.01,1.78,0.31,3.23,0.00,17.78
2,Bihar,912,Gaya,1999,469.13,160.10,0.00,0.00,0.00,0.00,1.86,0.00,0.34,0.17,0.00,1.45,0.01,0.00,1.67,0.00,1.86,0.00,17.11
2,Bihar,912,Gaya,2000,435.52,164.72,0.00,0.00,0.00,0.00,1.99,0.00,0.30,0.11,0.00,1.74,0.00,0.00,2.13,0.00,1.91,0.00,17.19
2,Bihar,912,Gaya,2001,473.37,172.42,0.00,0.00,0.00,0.00,2.21,0.02,0.11,0.17,0.00,1.48,0.00,0.05,2.27,0.00,2.01,0.00,18.89
2,Bihar,912,Gaya,2002,455.80,188.35,0.00,0.00,0.00,0.00,3.18,0.03,0.42,1.32,0.01,0.05,0.00,0.05,1.35,0.00,1.96,0.00,19.28
2,Bihar,912,Gaya,2003,447.43,174.82,0.00,0.00,0.00,0.01,3.25,0.01,0.38,2.37,0.03,0.00,0.00,0.04,1.61,0.12,1.48,0.00,18.08
2,Bihar,912,Gaya,2004,268.66,163.82,0.00,0.00,0.00,0.00,4.94,0.02,0.65,0.34,0.10,3.70,0.03,0.07,0.97,0.01,1.44,0.00,18.16
2,Bihar,912,Gaya,2005,257.29,155.47,0.01,0.00,0.01,0.00,4.15,0.00,0.41,0.42,0.07,2.40,0.00,0.04,0.78,0.03,1.38,0.00,18.31
2,Bihar,912,Gaya,2006,429.49,193.50,0.00,0.00,0.00,0.00,3.37,0.00,0.29,0.72,0.02,2.83,0.08,0.11,1.31,0.00,2.02,0.00,20.74
2,Bihar,912,Gaya,2007,452.20,206.80,0.01,0.00,0.01,0.00,2.73,0.00,0.26,0.12,0.15,2.37,0.06,0.00,1.59,0.00,-1.00,0.00,21.74
2,Bihar,912,Gaya,2008,432.48,196.92,0.00,0.00,0.00,0.00,2.70,0.01,0.25,0.11,0.00,3.20,1.15,0.06,1.71,0.00,-1.00,0.00,23.58
2,Bihar,912,Gaya,2009,279.50,197.87,0.00,0.00,0.00,0.00,2.73,0.00,0.22,0.37,0.00,0.13,1.04,0.04,2.76,0.00,-1.00,0.00,20.17
2,Bihar,912,Gaya,2010,254.27,207.45,0.46,0.00,0.46,-1.00,2.40,0.00,-1.00,0.34,0.00,0.00,0.00,0.01,2.40,0.02,3.12,-1.00,20.23
2,Bihar,912,Gaya,2011,254.27,207.45,0.46,0.00,0.46,0.02,2.40,0.00,-1.00,0.34,0.00,-1.00,0.00,0.01,2.40,0.02,3.12,-1.00,-1.00
2,Bihar,913,Hazaribagh,1966,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,1.00,0.00,0.17,0.00,0.00,0.00,0.00,2.00,0.00,8.25
2,Bihar,913,Hazaribagh,1967,11.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.00,0.21,0.00,0.00,0.00,0.00,2.00,0.00,9.79
2,Bihar,913,Hazaribagh,1968,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.26,0.00,0.00,0.00,0.00,2.00,0.00,10.44
2,Bihar,913,Hazaribagh,1969,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.19,0.00,0.00,0.00,0.00,2.00,0.00,10.02
2,Bihar,913,Hazaribagh,1970,7.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.00,0.00,0.30,0.00,0.00,0.00,0.00,2.00,0.00,10.26
2,Bihar,913,Hazaribagh,1971,4.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.59,0.00,0.00,0.00,0.00,2.00,0.00,10.09
2,Bihar,913,Hazaribagh,1972,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.55,0.00,0.00,0.00,0.00,2.00,0.00,10.88
2,Bihar,913,Hazaribagh,1973,6.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.33,0.00,0.00,0.00,0.00,2.00,0.00,10.39
2,Bihar,913,Hazaribagh,1974,5.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.64,0.00,0.00,0.00,0.00,2.00,0.00,12.10
2,Bihar,913,Hazaribagh,1975,4.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.66,0.00,0.00,0.00,0.00,3.00,0.00,16.81
2,Bihar,913,Hazaribagh,1976,4.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.75,0.00,0.00,0.00,0.00,3.00,0.00,17.42
2,Bihar,913,Hazaribagh,1977,9.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.64,0.00,0.00,0.00,0.00,3.00,0.00,16.16
2,Bihar,913,Hazaribagh,1978,4.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.69,0.00,0.00,0.00,0.00,3.00,0.00,15.24
2,Bihar,913,Hazaribagh,1979,5.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.83,0.00,0.00,0.00,0.00,3.00,0.00,13.99
