STCODE,STNAME,DIST,DISTNAME,YEAR,RICE_TP,PADY_TP,WHT_TP,SORG_TP,PMLT_TP,MAIZ_TP,FMLT_TP,BRLY_TP,CPEA_TP,PPEA_TP,GNUT_TP,SESA_TP,RM_TP,CAST_TP,LINS_TP,SGUR_TP,COTNK_TP
2,Bihar,901,Champaram,1966,-1.0,93.8,123.3,-1.0,-1.0,85.8,80.4,69.7,150.1,85.8,136.7,187.7,155.5,-1.0,-1.0,80.4,-1.0
2,Bihar,901,Champaram,1967,-1.0,75.0,86.0,-1.0,-1.0,106.0,95.5,59.9,99.5,90.0,149.2,203.5,120.5,-1.0,-1.0,146.8,-1.0
2,Bihar,901,Champaram,1968,-1.0,58.0,81.4,-1.0,-1.0,62.8,59.7,54.8,84.5,72.3,115.0,156.0,134.4,-1.0,-1.0,108.0,-1.0
2,Bihar,901,Champaram,1969,-1.0,70.0,80.5,-1.0,-1.0,60.0,58.0,54.0,85.0,74.0,162.1,140.1,135.5,-1.0,-1.0,95.0,-1.0
2,Bihar,901,Champaram,1970,-1.0,64.0,78.0,-1.0,-1.0,59.0,58.0,40.0,80.0,90.0,160.0,214.0,160.0,-1.0,-1.0,96.0,-1.0
2,Bihar,901,Champaram,1971,-1.0,59.0,80.0,-1.0,-1.0,75.0,48.2,48.0,110.0,94.0,165.5,215.0,175.0,-1.0,-1.0,108.0,-1.0
2,Bihar,901,Champaram,1972,-1.0,75.0,107.0,-1.0,-1.0,68.0,49.0,60.0,125.0,125.0,240.2,240.0,130.0,-1.0,-1.0,140.0,-1.0
2,Bihar,901,Champaram,1973,-1.0,110.0,170.0,-1.0,-1.0,103.0,62.0,97.5,162.5,137.5,222.0,291.2,275.0,-1.0,-1.0,125.0,-1.0
2,Bihar,901,Champaram,1974,-1.0,95.0,150.0,-1.0,-1.0,155.0,112.1,83.5,170.0,150.0,240.3,301.7,225.0,-1.0,-1.0,140.0,-1.0
2,Bihar,901,Champaram,1975,-1.0,73.6,114.0,-1.0,-1.0,104.9,112.1,62.6,135.7,150.0,220.3,274.8,165.7,-1.0,-1.0,124.2,-1.0
2,Bihar,901,Champaram,1976,-1.0,79.5,110.0,-1.0,-1.0,80.0,93.4,70.0,175.0,173.0,209.9,353.4,351.4,-1.0,-1.0,128.0,-1.0
2,Bihar,901,Champaram,1977,-1.0,87.7,107.2,-1.0,-1.0,119.9,102.3,68.3,190.0,200.0,232.8,364.4,375.0,-1.0,-1.0,145.4,-1.0
2,Bihar,901,Champaram,1978,-1.0,99.3,99.4,-1.0,-1.0,113.9,93.1,75.0,197.5,214.9,300.0,359.6,362.0,-1.0,-1.0,133.0,-1.0
2,Bihar,901,Champaram,1979,-1.0,97.7,112.5,-1.0,-1.0,117.5,91.8,83.3,250.0,211.5,374.8,371.2,412.1,-1.0,-1.0,180.2,-1.0
2,Bihar,901,Champaram,1980,-1.0,98.5,132.6,-1.0,-1.0,120.9,122.5,111.7,325.0,267.2,454.5,531.5,412.2,-1.0,-1.0,280.1,-1.0
2,Bihar,901,Champaram,1981,-1.0,112.2,158.6,-1.0,-1.0,136.7,111.3,123.3,316.7,278.4,504.0,510.6,410.0,-1.0,-1.0,245.3,-1.0
2,Bihar,901,Champaram,1982,-1.0,163.9,192.4,-1.0,-1.0,188.7,148.1,141.7,308.0,350.0,524.2,534.1,466.4,-1.0,-1.0,204.7,-1.0
2,Bihar,901,Champaram,1983,-1.0,169.5,163.8,-1.0,-1.0,176.2,160.4,128.0,338.0,368.0,597.7,673.7,629.2,-1.0,-1.0,246.7,-1.0
2,Bihar,901,Champaram,1984,-1.0,177.4,155.8,-1.0,-1.0,180.0,165.5,100.9,337.8,388.8,687.7,596.9,486.4,-1.0,-1.0,265.2,-1.0
2,Bihar,901,Champaram,1985,-1.0,171.1,175.0,-1.0,-1.0,179.1,161.7,117.1,400.0,400.0,609.9,622.0,526.2,-1.0,-1.0,292.1,-1.0
2,Bihar,901,Champaram,1986,-1.0,182.5,205.0,-1.0,-1.0,195.0,172.5,155.0,450.0,475.0,-1.0,650.0,712.5,525.0,505.0,310.0,-1.0
2,Bihar,901,Champaram,1987,-1.0,221.3,197.5,-1.0,-1.0,202.5,180.0,167.5,462.5,615.0,-1.0,675.0,706.3,600.0,562.5,325.0,-1.0
2,Bihar,901,Champaram,1988,-1.0,218.2,222.5,-1.0,-1.0,205.0,205.0,177.0,587.5,569.9,-1.0,1000.0,575.0,-1.0,500.0,350.0,-1.0
2,Bihar,901,Champaram,1989,-1.0,955.0,485.0,-1.0,-1.0,420.0,410.0,365.0,1195.0,1290.0,-1.0,-1.0,1215.0,-1.0,1150.0,900.0,-1.0
2,Bihar,901,Champaram,1990,-1.0,247.4,287.5,-1.0,-1.0,-1.0,210.0,252.5,725.0,927.5,-1.0,-1.0,802.5,-1.0,685.0,480.0,-1.0
2,Bihar,901,Champaram,1991,-1.0,340.4,320.0,-1.0,-1.0,-1.0,233.0,272.5,730.0,837.5,-1.0,-1.0,792.5,-1.0,700.0,432.5,-1.0
2,Bihar,901,Champaram,1992,-1.0,324.9,334.4,-1.0,-1.0,-1.0,250.0,275.0,850.0,800.0,-1.0,-1.0,887.5,-1.0,712.5,650.0,-1.0
2,Bihar,901,Champaram,1993,-1.0,395.0,387.5,-1.0,-1.0,-1.0,300.0,410.0,1000.0,-1.0,-1.0,-1.0,1050.0,-1.0,800.0,550.0,-1.0
2,Bihar,901,Champaram,1994,-1.0,390.0,363.8,-1.0,-1.0,-1.0,-1.0,325.0,931.3,1200.0,-1.0,-1.0,1175.0,-1.0,950.0,700.0,-1.0
2,Bihar,901,Champaram,1995,-1.0,678.0,465.0,-1.0,-1.0,380.0,310.0,390.0,982.0,-1.0,-1.0,-1.0,1141.0,-1.0,-1.0,675.0,-1.0
2,Bihar,901,Champaram,1996,-1.0,765.5,494.5,621.0,615.0,429.5,-1.0,388.0,1016.5,1214.5,-1.0,1345.5,1218.0,950.0,1098.0,822.5,-1.0
2,Bihar,901,Champaram,1997,-1.0,853.0,477.0,-1.0,-1.0,425.0,358.0,325.0,1283.0,1313.5,-1.0,1492.5,1307.5,983.0,-1.0,862.5,-1.0
2,Bihar,901,Champaran ,1998,-1.0,-1.0,609.0,-1.0,-1.0,449.5,-1.0,460.5,1338.0,1466.5,-1.0,1588.5,1339.5,-1.0,1224.0,-1.0,-1.0
2,Bihar,901,Champaran ,1999,-1.0,-1.0,579.0,-1.0,567.0,460.5,410.0,450.0,1361.0,1491.0,-1.0,-1.0,1395.0,-1.0,1198.0,887.5,-1.0
2,Bihar,901,Champaran ,2000,-1.0,-1.0,533.5,-1.0,-1.0,381.0,-1.0,430.0,1522.0,1535.0,-1.0,-1.0,1384.5,-1.0,1227.0,1000.0,-1.0
2,Bihar,901,Champaran ,2001,-1.0,-1.0,514.5,-1.0,-1.0,385.0,-1.0,435.5,1629.0,1586.5,1430.0,-1.0,1380.0,-1.0,1187.0,1080.0,-1.0
2,Bihar,901,Champaran ,2002,-1.0,-1.0,519.5,313.0,359.0,398.5,-1.0,404.0,1663.0,1607.0,-1.0,1773.0,1463.0,-1.0,1334.0,-1.0,-1.0
2,Bihar,901,Champaran ,2003,-1.0,-1.0,566.0,-1.0,-1.0,403.0,354.0,411.0,1687.5,1642.0,-1.0,-1.0,-1.0,-1.0,1399.0,-1.0,-1.0
2,Bihar,901,Champaran,2006,-1.0,475.0,833.5,-1.0,-1.0,536.5,-1.0,-1.0,-1.0,1958.0,-1.0,1959.8,1725.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,901,Champaran,2007,-1.0,593.3,937.0,-1.0,-1.0,575.0,-1.0,-1.0,-1.0,2029.0,-1.0,2173.1,2045.5,-1.0,-1.0,-1.0,-1.0
2,Bihar,901,Champaran,2008,-1.0,631.8,986.5,-1.0,-1.0,621.8,-1.0,750.5,-1.0,-1.0,-1.0,2534.6,2100.5,-1.0,-1.0,-1.0,-1.0
2,Bihar,901,Champaran,2009,-1.0,793.0,1053.0,-1.0,-1.0,850.5,-1.0,-1.0,-1.0,-1.0,-1.0,4246.3,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,901,Champaran,2010,-1.0,851.5,1047.0,-1.0,806.0,845.0,725.0,792.0,2401.0,3216.0,-1.0,3870.3,2641.0,-1.0,2172.0,2889.0,-1.0
2,Bihar,901,Champaran,2011,-1.0,884.3,1054.5,-1.0,834.0,905.8,795.0,838.0,2524.0,3260.0,5500.0,4227.8,3036.0,-1.0,2451.0,3031.0,-1.0
2,Bihar,902,Muzaffarpur,1966,-1.0,93.8,124.7,-1.0,-1.0,83.1,90.6,83.1,113.7,82.7,136.7,189.8,165.7,-1.0,-1.0,93.8,-1.0
2,Bihar,902,Muzaffarpur,1967,-1.0,84.9,85.8,-1.0,-1.0,107.2,107.2,50.5,83.7,74.3,149.2,202.2,124.0,-1.0,-1.0,175.1,-1.0
2,Bihar,902,Muzaffarpur,1968,-1.0,55.0,110.0,-1.0,-1.0,64.3,65.8,63.0,89.0,87.0,115.0,140.0,160.0,-1.0,-1.0,106.1,-1.0
2,Bihar,902,Muzaffarpur,1969,-1.0,80.0,95.0,-1.0,-1.0,80.0,65.0,75.0,115.0,82.0,162.1,185.0,155.0,-1.0,-1.0,58.0,-1.0
2,Bihar,902,Muzaffarpur,1970,-1.0,68.0,78.0,-1.0,-1.0,61.0,85.0,55.0,106.0,98.0,160.0,287.0,152.0,-1.0,-1.0,100.0,-1.0
2,Bihar,902,Muzaffarpur,1971,-1.0,55.0,80.0,-1.0,-1.0,75.0,80.0,68.0,85.0,105.0,165.5,270.0,164.6,-1.0,-1.0,140.0,-1.0
2,Bihar,902,Muzaffarpur,1972,-1.0,97.0,107.0,-1.0,-1.0,107.0,81.3,86.0,134.0,139.0,240.2,203.0,214.0,-1.0,-1.0,169.0,-1.0
2,Bihar,902,Muzaffarpur,1973,-1.0,130.0,170.0,-1.0,-1.0,162.0,127.3,146.7,232.5,200.0,250.0,246.3,293.3,-1.0,-1.0,158.0,-1.0
2,Bihar,902,Muzaffarpur,1974,-1.0,130.0,150.0,-1.0,-1.0,172.5,147.3,121.7,205.0,186.7,240.0,255.1,242.7,-1.0,-1.0,150.0,-1.0
2,Bihar,902,Muzaffarpur,1975,-1.0,100.7,114.0,-1.0,-1.0,116.7,147.3,91.2,163.7,186.7,220.0,232.4,178.7,-1.0,-1.0,133.0,-1.0
2,Bihar,902,Muzaffarpur,1976,-1.0,77.2,121.6,-1.0,-1.0,95.2,82.3,85.4,165.0,211.5,209.9,316.2,351.6,-1.0,-1.0,140.6,-1.0
2,Bihar,902,Muzaffarpur,1977,-1.0,110.4,115.9,-1.0,-1.0,120.4,102.1,90.6,200.7,250.0,232.8,326.1,450.0,-1.0,-1.0,168.2,-1.0
2,Bihar,902,Muzaffarpur,1978,-1.0,85.9,113.8,-1.0,-1.0,105.3,92.4,85.3,205.7,243.5,430.9,382.0,335.1,-1.0,-1.0,146.1,-1.0
2,Bihar,902,Muzaffarpur,1979,-1.0,100.5,135.9,-1.0,-1.0,120.6,106.5,100.4,220.8,248.9,538.3,379.4,434.9,-1.0,-1.0,252.1,-1.0
2,Bihar,902,Muzaffarpur,1980,-1.0,107.9,141.4,-1.0,-1.0,115.8,112.8,110.2,321.4,268.4,652.8,542.0,480.4,-1.0,-1.0,272.0,-1.0
2,Bihar,902,Muzaffarpur,1981,-1.0,129.1,163.4,-1.0,-1.0,115.8,133.9,121.4,335.0,265.9,723.9,510.6,395.0,-1.0,-1.0,234.6,-1.0
2,Bihar,902,Muzaffarpur,1982,-1.0,138.5,215.4,-1.0,-1.0,152.4,139.0,189.9,297.1,347.7,743.2,424.9,497.9,-1.0,-1.0,194.5,-1.0
2,Bihar,902,Muzaffarpur,1983,-1.0,145.2,161.1,-1.0,-1.0,171.7,165.5,118.8,326.9,323.6,853.2,615.3,444.1,-1.0,-1.0,292.2,-1.0
2,Bihar,902,Muzaffarpur,1984,-1.0,143.5,184.5,-1.0,-1.0,145.0,156.2,133.8,423.1,337.9,893.4,567.2,435.8,-1.0,-1.0,313.6,-1.0
2,Bihar,902,Muzaffarpur,1985,-1.0,145.1,177.7,-1.0,-1.0,162.8,158.2,139.1,449.5,349.4,824.5,537.9,416.6,-1.0,-1.0,355.1,-1.0
2,Bihar,902,Muzaffarpur,1986,-1.0,147.5,159.0,-1.0,-1.0,170.0,180.0,130.0,356.0,311.0,-1.0,-1.0,431.0,-1.0,350.0,330.0,-1.0
2,Bihar,902,Muzaffarpur,1987,-1.0,197.3,263.4,-1.0,-1.0,241.3,177.5,234.5,542.2,702.8,-1.0,1275.0,702.8,-1.0,733.4,400.0,-1.0
2,Bihar,902,Muzaffarpur,1988,-1.0,195.5,265.0,-1.0,-1.0,210.0,186.0,221.6,644.8,614.8,-1.0,871.1,746.9,-1.0,645.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1989,-1.0,447.0,245.6,-1.0,-1.0,281.0,216.0,-1.0,-1.0,-1.0,-1.0,-1.0,748.8,-1.0,470.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1990,-1.0,225.0,332.8,-1.0,-1.0,284.0,207.0,-1.0,850.0,-1.0,-1.0,-1.0,-1.0,-1.0,533.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1991,-1.0,243.5,477.8,-1.0,-1.0,308.9,277.8,-1.0,822.2,-1.0,-1.0,877.8,-1.0,-1.0,547.2,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1992,-1.0,-1.0,310.0,-1.0,-1.0,330.0,-1.0,340.0,900.0,845.0,-1.0,-1.0,-1.0,-1.0,700.0,450.0,-1.0
2,Bihar,902,Muzaffarpur,1993,-1.0,336.0,380.0,-1.0,-1.0,345.0,315.0,-1.0,-1.0,-1.0,-1.0,-1.0,1130.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1994,-1.0,374.2,417.0,-1.0,-1.0,371.5,250.8,-1.0,-1.0,-1.0,-1.0,-1.0,1121.0,-1.0,604.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1995,-1.0,760.0,420.0,-1.0,-1.0,362.0,278.0,390.0,1022.0,-1.0,-1.0,-1.0,1082.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,1996,-1.0,813.0,468.0,601.0,532.0,418.0,-1.0,388.0,945.0,1067.0,-1.0,1288.0,1036.0,950.0,1096.0,843.0,-1.0
2,Bihar,902,Muzaffarpur,1997,-1.0,769.0,499.0,-1.0,-1.0,385.0,318.0,429.0,1283.0,1000.0,-1.0,-1.0,1088.0,983.0,-1.0,835.0,-1.0
2,Bihar,902,Muzaffarpur,1998,-1.0,-1.0,501.0,-1.0,-1.0,423.0,-1.0,-1.0,1338.0,918.0,-1.0,-1.0,1073.0,983.0,-1.0,947.0,-1.0
2,Bihar,902,Muzaffarpur,1999,-1.0,-1.0,605.0,-1.0,-1.0,-1.0,493.0,525.0,1351.0,1260.0,-1.0,-1.0,1158.0,-1.0,1319.0,1000.0,-1.0
2,Bihar,902,Muzaffarpur,2000,-1.0,-1.0,501.0,-1.0,-1.0,330.0,545.0,454.0,1522.0,1454.0,-1.0,-1.0,1254.0,-1.0,1209.0,1000.0,-1.0
2,Bihar,902,Muzaffarpur,2001,-1.0,-1.0,512.0,-1.0,-1.0,314.0,-1.0,471.0,1629.0,-1.0,-1.0,-1.0,1147.0,-1.0,1193.0,1060.0,-1.0
2,Bihar,902,Muzaffarpur,2002,-1.0,-1.0,539.0,313.0,359.0,372.0,-1.0,-1.0,1663.0,-1.0,-1.0,-1.0,1500.0,-1.0,1385.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2003,-1.0,-1.0,548.0,-1.0,-1.0,332.0,354.0,-1.0,1710.0,-1.0,-1.0,-1.0,1548.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2004,-1.0,401.5,628.0,-1.0,-1.0,387.5,382.0,446.0,1655.0,1614.0,-1.0,1778.7,1601.0,-1.0,1420.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2005,-1.0,459.0,790.0,-1.0,-1.0,497.5,428.0,512.0,1698.0,1790.0,-1.0,1824.5,1717.0,-1.0,1616.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2006,-1.0,476.0,-1.0,-1.0,-1.0,514.0,-1.0,-1.0,-1.0,-1.0,-1.0,1924.0,1735.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2007,-1.0,591.0,-1.0,-1.0,-1.0,575.0,-1.0,-1.0,-1.0,-1.0,-1.0,2238.5,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2008,-1.0,632.7,-1.0,-1.0,-1.0,615.7,-1.0,775.0,-1.0,-1.0,-1.0,2485.0,2045.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2009,-1.0,-1.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,902,Muzaffarpur,2010,-1.0,846.0,1047.0,-1.0,-1.0,845.0,725.0,792.0,2401.0,3216.0,-1.0,-1.0,2641.0,-1.0,2172.0,2889.0,-1.0
2,Bihar,902,Muzaffarpur,2011,-1.0,848.5,1070.0,-1.0,-1.0,919.0,795.0,838.0,2524.0,2960.0,-1.0,4320.0,3036.0,-1.0,2451.0,3200.0,-1.0
2,Bihar,903,Darbhanga,1966,-1.0,91.1,133.1,-1.0,-1.0,85.3,77.0,69.1,120.1,96.0,131.8,246.5,168.1,-1.0,-1.0,85.7,-1.0
2,Bihar,903,Darbhanga,1967,-1.0,83.4,95.4,-1.0,-1.0,105.9,110.2,63.4,101.3,85.7,103.5,195.4,126.0,-1.0,-1.0,157.8,-1.0
2,Bihar,903,Darbhanga,1968,-1.0,50.0,95.5,-1.0,-1.0,65.0,69.0,57.7,87.7,86.9,103.8,156.0,127.4,-1.0,-1.0,95.5,-1.0
2,Bihar,903,Darbhanga,1969,-1.0,68.0,99.0,-1.0,-1.0,65.0,59.8,65.4,110.0,93.1,123.1,214.9,172.5,-1.0,-1.0,80.3,-1.0
2,Bihar,903,Darbhanga,1970,-1.0,64.8,99.1,-1.0,-1.0,70.6,70.3,64.3,93.8,91.1,142.5,188.9,168.8,-1.0,-1.0,84.9,-1.0
2,Bihar,903,Darbhanga,1971,-1.0,65.0,90.0,-1.0,-1.0,77.8,76.1,68.8,104.1,117.6,125.3,200.0,187.8,-1.0,-1.0,120.0,-1.0
2,Bihar,903,Darbhanga,1972,-1.0,73.9,110.1,-1.0,-1.0,89.0,70.8,105.3,155.3,152.9,169.7,230.0,187.5,-1.0,-1.0,169.0,-1.0
2,Bihar,903,Darbhanga,1973,-1.0,93.0,168.4,-1.0,-1.0,110.3,109.7,145.0,195.5,183.7,216.7,395.2,308.0,-1.0,-1.0,175.0,-1.0
2,Bihar,903,Darbhanga,1974,-1.0,110.0,144.3,-1.0,-1.0,191.9,205.8,97.3,183.2,186.0,234.4,496.6,257.5,-1.0,-1.0,162.5,-1.0
2,Bihar,903,Darbhanga,1975,-1.0,85.2,109.6,-1.0,-1.0,129.8,205.8,73.0,146.2,186.0,153.9,452.4,189.6,-1.0,-1.0,144.1,-1.0
2,Bihar,903,Darbhanga,1976,-1.0,81.2,128.2,-1.0,-1.0,97.2,89.7,106.6,150.0,183.1,209.9,305.5,351.9,-1.0,-1.0,160.0,-1.0
2,Bihar,903,Darbhanga,1977,-1.0,86.8,128.4,-1.0,-1.0,118.1,104.4,102.3,196.0,225.0,232.8,409.2,320.0,-1.0,-1.0,154.5,-1.0
2,Bihar,903,Darbhanga,1978,-1.0,94.6,119.9,-1.0,-1.0,109.9,100.3,101.8,220.2,291.7,430.9,391.5,334.8,-1.0,-1.0,154.6,-1.0
2,Bihar,903,Darbhanga,1979,-1.0,109.4,128.4,-1.0,-1.0,117.7,113.3,99.1,254.7,269.4,538.3,442.8,384.4,-1.0,-1.0,262.5,-1.0
2,Bihar,903,Darbhanga,1980,-1.0,107.8,161.9,-1.0,-1.0,137.0,124.6,127.7,329.2,293.0,652.8,400.7,464.0,-1.0,-1.0,294.7,-1.0
2,Bihar,903,Darbhanga,1981,-1.0,114.5,191.0,-1.0,-1.0,149.7,140.2,139.6,339.2,298.1,723.9,383.5,500.0,-1.0,-1.0,269.1,-1.0
2,Bihar,903,Darbhanga,1982,-1.0,136.1,213.9,-1.0,-1.0,164.5,179.7,139.5,307.8,321.8,743.2,426.5,436.2,-1.0,-1.0,182.6,-1.0
2,Bihar,903,Darbhanga,1983,-1.0,165.2,166.0,-1.0,-1.0,187.7,176.0,146.4,299.9,320.9,853.2,634.7,524.9,-1.0,-1.0,264.4,-1.0
2,Bihar,903,Darbhanga,1984,-1.0,155.2,175.6,-1.0,-1.0,150.1,169.8,157.1,413.3,331.7,893.4,569.8,506.4,-1.0,-1.0,367.8,-1.0
2,Bihar,903,Darbhanga,1985,-1.0,149.2,180.4,-1.0,-1.0,151.9,153.7,154.5,412.2,325.2,824.5,517.0,478.1,-1.0,-1.0,408.8,-1.0
2,Bihar,903,Darbhanga,1986,-1.0,168.5,203.6,-1.0,-1.0,137.0,127.0,-1.0,420.0,335.0,-1.0,-1.0,476.7,-1.0,319.2,391.3,-1.0
2,Bihar,903,Darbhanga,1987,-1.0,193.3,214.2,-1.0,-1.0,144.0,132.0,-1.0,415.8,-1.0,-1.0,750.0,512.2,-1.0,327.0,406.8,-1.0
2,Bihar,903,Darbhanga,1988,-1.0,199.3,230.0,-1.0,-1.0,148.8,140.0,-1.0,647.0,575.0,-1.0,772.0,673.9,-1.0,525.7,408.1,-1.0
2,Bihar,903,Darbhanga,1989,-1.0,397.5,243.3,-1.0,-1.0,148.8,136.0,-1.0,653.6,665.0,-1.0,-1.0,631.0,-1.0,531.4,425.0,-1.0
2,Bihar,903,Darbhanga,1990,-1.0,222.4,277.9,-1.0,-1.0,179.4,145.0,-1.0,745.0,731.7,-1.0,1793.8,664.4,-1.0,612.1,533.8,-1.0
2,Bihar,903,Darbhanga,1991,-1.0,260.5,411.1,-1.0,-1.0,252.9,292.9,-1.0,783.3,-1.0,-1.0,1625.0,794.4,-1.0,660.0,375.0,-1.0
2,Bihar,903,Darbhanga,1992,-1.0,298.8,351.7,-1.0,-1.0,322.1,304.3,-1.0,728.9,-1.0,-1.0,1488.8,-1.0,-1.0,-1.0,493.8,-1.0
2,Bihar,903,Darbhanga,1993,-1.0,-1.0,395.1,-1.0,-1.0,341.1,340.0,-1.0,871.7,857.2,-1.0,1278.9,849.4,-1.0,813.3,-1.0,-1.0
2,Bihar,903,Darbhanga,1994,-1.0,375.0,408.0,-1.0,-1.0,302.2,318.3,-1.0,877.7,883.8,-1.0,1211.1,863.3,-1.0,825.0,682.2,-1.0
2,Bihar,903,Darbhanga,1995,-1.0,763.0,440.0,-1.0,-1.0,314.0,359.0,390.0,1022.0,-1.0,-1.0,1140.0,932.0,825.0,890.0,679.0,-1.0
2,Bihar,903,Darbhanga,1996,-1.0,825.0,453.0,-1.0,602.0,368.0,-1.0,388.0,1127.8,1034.0,-1.0,1350.0,1010.0,950.0,1163.0,737.0,-1.0
2,Bihar,903,Darbhanga,1997,-1.0,783.0,472.0,-1.0,-1.0,389.0,379.0,429.0,1283.0,-1.0,-1.0,1237.0,1145.0,983.0,1950.0,738.0,-1.0
2,Bihar,903,Darbhanga,1998,-1.0,-1.0,495.0,-1.0,-1.0,403.0,398.0,-1.0,1338.0,1344.0,-1.0,1175.0,-1.0,-1.0,922.0,798.0,-1.0
2,Bihar,903,Darbhanga,1999,-1.0,-1.0,519.0,-1.0,-1.0,423.0,411.0,-1.0,1351.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,913.0,-1.0
2,Bihar,903,Darbhanga,2000,-1.0,-1.0,506.0,-1.0,-1.0,422.0,406.0,-1.0,1522.0,-1.0,-1.0,-1.0,-1.0,-1.0,1254.0,833.0,-1.0
2,Bihar,903,Darbhanga,2001,-1.0,-1.0,500.0,-1.0,-1.0,417.0,380.0,471.0,1629.0,1008.0,-1.0,-1.0,-1.0,-1.0,-1.0,920.0,-1.0
2,Bihar,903,Darbhanga,2002,-1.0,-1.0,499.0,-1.0,359.0,397.0,-1.0,-1.0,1663.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,903,Darbhanga,2003,-1.0,-1.0,533.0,-1.0,-1.0,424.0,383.0,-1.0,1710.0,-1.0,-1.0,-1.0,1481.0,-1.0,-1.0,1016.0,-1.0
2,Bihar,903,Darbhanga,2004,-1.0,385.0,515.0,-1.0,-1.0,431.5,382.0,446.0,1655.0,1614.0,-1.0,1778.3,1409.0,-1.0,1510.0,-1.0,-1.0
2,Bihar,903,Darbhanga,2006,-1.0,460.5,850.0,-1.0,-1.0,492.5,-1.0,-1.0,-1.0,1900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2,Bihar,903,Darbhanga,2007,-1.0,354.5,-1.0,-1.0,-1.0,557.5,502.0,560.0,-1.0,-1.0,-1.0,2532.3,-1.0,-1.0,-1.0,-1.0,-1.0
